,country_from,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,country_to
95,Timor Leste,,,,,,970.0,776.0,582.0,388.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,402.2,804.4,1206.6,1608.8,2011.0,1703.6,1396.2,1088.8000000000002,781.4000000000001,474.0,484.4,494.8,505.2,515.6,526.0,Australia
96,Tonga,,,,,,863.0,864.4,865.8,867.2,868.6,870.0,853.0,836.0,819.0,802.0,785.0,628.0,471.0,314.0,157.0,0.0,113.4,226.8,340.20000000000005,453.6,567.0,579.6,592.2,604.8,617.4,630.0,Australia
97,Trinidad and Tobago,,,,,,0.0,112.4,224.8,337.20000000000005,449.6,562.0,475.6,389.2,302.79999999999995,216.39999999999998,130.0,112.4,94.8,77.19999999999999,59.599999999999994,42.0,62.2,82.4,102.6,122.8,143.0,146.0,149.0,152.0,155.0,158.0,Australia
98,Turkey,,,,,,971.0,1355.8,1740.6,2125.4,2510.2,2895.0,2636.4,2377.8,2119.2,1860.6,1602.0,1309.8,1017.6,725.4000000000001,433.20000000000005,141.0,417.0,693.0,969.0,1245.0,1521.0,1556.2,1591.4,1626.6,1661.8,1697.0,Australia
99,Uganda,,,,,,197.0,186.2,175.4,164.6,153.8,143.0,166.2,189.4,212.6,235.8,259.0,214.2,169.4,124.60000000000002,79.80000000000001,35.0,60.4,85.8,111.19999999999999,136.6,162.0,165.8,169.6,173.4,177.2,181.0,Australia
100,Ukraine,,,,,,0.0,358.0,716.0,1074.0,1432.0,1790.0,1432.0,1074.0,716.0,358.0,0.0,59.6,119.2,178.8,238.4,298.0,450.2,602.4,754.5999999999999,906.8,1059.0,1082.4,1105.8,1129.2,1152.6,1176.0,Australia
101,United Kingdom,,,,,,40865.0,39551.4,38237.8,36924.2,35610.6,34297.0,38768.8,43240.6,47712.4,52184.2,56656.0,62887.6,69119.2,75350.8,81582.4,87814.0,84688.8,81563.6,78438.4,75313.2,72188.0,73804.8,75421.6,77038.4,78655.2,80272.0,Australia
102,United States,,,,,,5153.0,5838.0,6523.0,7208.0,7893.0,8578.0,7034.0,5490.0,3946.0,2402.0,858.0,1515.0,2172.0,2829.0,3486.0,4143.0,4631.6,5120.2,5608.8,6097.4,6586.0,6732.8,6879.6,7026.4,7173.2,7320.0,Australia
103,Uruguay,,,,,,504.0,581.0,658.0,735.0,812.0,889.0,852.4,815.8,779.2,742.6,706.0,587.6,469.2,350.79999999999995,232.39999999999998,114.0,238.6,363.2,487.79999999999995,612.4,737.0,753.0,769.0,785.0,801.0,817.0,Australia
104,Vanuatu,,,,,,58.0,63.4,68.8,74.2,79.6,85.0,71.0,57.0,43.0,29.0,15.0,19.0,23.0,27.0,31.0,35.0,41.6,48.2,54.8,61.4,68.0,69.2,70.4,71.6,72.8,74.0,Australia
105,Venezuela,,,,,,40.0,53.8,67.6,81.4,95.2,109.0,108.8,108.6,108.4,108.2,108.0,137.8,167.6,197.4,227.2,257.0,231.6,206.2,180.8,155.4,130.0,132.6,135.2,137.8,140.4,143.0,Australia
106,Vietnam,,,,,,16081.0,16335.8,16590.6,16845.4,17100.2,17355.0,17082.0,16809.0,16536.0,16263.0,15990.0,12792.0,9594.0,6396.0,3198.0,0.0,2197.6,4395.2,6592.799999999999,8790.4,10988.0,11233.6,11479.2,11724.8,11970.4,12216.0,Australia
107,Zambia,,,,,,358.0,337.8,317.6,297.4,277.2,257.0,290.0,323.0,356.0,389.0,422.0,447.4,472.8,498.2,523.6,549.0,517.2,485.4,453.6,421.8,390.0,398.6,407.2,415.8,424.4,433.0,Australia
108,Zimbabwe,,,,,,1174.0,1197.4,1220.8,1244.2,1267.6,1291.0,1241.4,1191.8,1142.2,1092.6,1043.0,1225.0,1407.0,1589.0,1771.0,1953.0,1822.0,1691.0,1560.0,1429.0,1298.0,1327.0,1356.0,1385.0,1414.0,1443.0,Australia
109,Belgium,,,,,,7.0,23.2,39.4,55.599999999999994,71.8,88.0,92.2,96.4,100.6,104.8,109.0,111.0,113.0,115.0,117.0,119.0,145.0,171.0,197.0,223.0,249.0,202.8,156.6,110.39999999999998,64.19999999999999,18.0,Austria
110,Bosnia and Herzegovina,,,,,,119.0,219.6,320.2,420.79999999999995,521.4,622.0,723.0,824.0,925.0,1026.0,1127.0,1180.8,1234.6,1288.4,1342.2,1396.0,1554.2,1712.4,1870.6,2028.8,2187.0,1761.6,1336.2,910.8000000000002,485.4000000000001,60.0,Austria
111,Brazil,,,,,,24.0,48.8,73.6,98.4,123.2,148.0,136.6,125.2,113.8,102.4,91.0,87.8,84.6,81.4,78.2,75.0,109.2,143.4,177.60000000000002,211.8,246.0,202.2,158.4,114.60000000000002,70.80000000000001,27.0,Austria
112,Bulgaria,,,,,,172.0,276.6,381.2,485.79999999999995,590.4,695.0,648.0,601.0,554.0,507.0,460.0,449.2,438.4,427.6,416.8,406.0,552.0,698.0,844.0,990.0,1136.0,925.6,715.2,504.79999999999995,294.4,84.0,Austria
113,Canada,,,,,,7.0,30.4,53.8,77.19999999999999,100.6,124.0,117.6,111.2,104.8,98.4,92.0,85.6,79.2,72.8,66.4,60.0,98.0,136.0,174.0,212.0,250.0,203.4,156.8,110.19999999999999,63.599999999999994,17.0,Austria
114,China,,,,,,80.0,146.6,213.2,279.79999999999995,346.4,413.0,368.2,323.4,278.6,233.8,189.0,163.6,138.2,112.80000000000001,87.4,62.0,162.2,262.4,362.6,462.8,563.0,457.8,352.6,247.39999999999998,142.2,37.0,Austria
115,Croatia,,,,,,98.0,176.0,254.0,332.0,410.0,488.0,564.8,641.6,718.4,795.2,872.0,921.6,971.2,1020.8,1070.4,1120.0,1237.2,1354.4,1471.6,1588.8,1706.0,1380.4,1054.8,729.1999999999999,403.5999999999999,78.0,Austria
116,Czech Republic,,,,,,696.0,1148.4,1600.8,2053.2,2505.6,2958.0,2691.4,2424.8,2158.2,1891.6,1625.0,1477.6,1330.2,1182.8,1035.4,888.0,1577.4,2266.8,2956.2,3645.6,4335.0,3488.6,2642.2,1795.8000000000002,949.4000000000001,103.0,Austria
117,Egypt,,,,,,189.0,399.4,609.8,820.2,1030.6,1241.0,1108.4,975.8,843.2,710.6,578.0,462.4,346.8,231.20000000000005,115.60000000000002,0.0,321.0,642.0,963.0,1284.0,1605.0,1284.0,963.0,642.0,321.0,0.0,Austria
118,Finland,,,,,,9.0,22.2,35.4,48.599999999999994,61.8,75.0,76.8,78.6,80.4,82.2,84.0,87.2,90.4,93.6,96.8,100.0,122.2,144.4,166.6,188.8,211.0,174.4,137.8,101.19999999999999,64.6,28.0,Austria
119,France,,,,,,20.0,83.4,146.8,210.2,273.6,337.0,346.8,356.6,366.4,376.2,386.0,391.6,397.2,402.8,408.4,414.0,516.0,618.0,720.0,822.0,924.0,756.2,588.4,420.59999999999997,252.79999999999995,85.0,Austria
120,Germany,,,,,,614.0,1790.6,2967.2,4143.799999999999,5320.4,6497.0,6500.2,6503.4,6506.6,6509.8,6513.0,6354.8,6196.6,6038.4,5880.2,5722.0,7620.4,9518.8,11417.2,13315.6,15214.0,12273.0,9332.0,6391.0,3450.0,509.0,Austria
121,Greece,,,,,,0.0,15.0,30.0,45.0,60.0,75.0,106.2,137.4,168.6,199.8,231.0,233.6,236.2,238.8,241.4,244.0,289.4,334.8,380.2,425.6,471.0,376.8,282.6,188.39999999999998,94.19999999999999,0.0,Austria
122,Hungary,,,,,,76.0,297.0,518.0,739.0,960.0,1181.0,1173.0,1165.0,1157.0,1149.0,1141.0,1284.4,1427.8,1571.2,1714.6,1858.0,2083.2,2308.4,2533.6,2758.8,2984.0,2418.0,1852.0,1286.0,720.0,154.0,Austria
123,India,,,,,,21.0,70.8,120.6,170.39999999999998,220.2,270.0,258.8,247.6,236.4,225.2,214.0,197.6,181.2,164.8,148.4,132.0,215.2,298.4,381.6,464.8,548.0,440.4,332.8,225.20000000000005,117.60000000000002,10.0,Austria
124,Iran,,,,,,0.0,86.4,172.8,259.20000000000005,345.6,432.0,500.0,568.0,636.0,704.0,772.0,753.2,734.4,715.6,696.8,678.0,883.8,1089.6,1295.4,1501.2,1707.0,1369.0,1031.0,693.0,355.0,17.0,Austria
125,Iraq,,,,,,0.0,18.2,36.4,54.599999999999994,72.8,91.0,118.6,146.2,173.8,201.4,229.0,233.6,238.2,242.8,247.4,252.0,293.0,334.0,375.0,416.0,457.0,365.8,274.6,183.39999999999998,92.19999999999999,1.0,Austria
126,Italy,,,,,,170.0,451.0,732.0,1013.0,1294.0,1575.0,1376.4,1177.8,979.2,780.6,582.0,465.6,349.2,232.79999999999995,116.39999999999998,0.0,424.4,848.8,1273.1999999999998,1697.6,2122.0,1712.0,1302.0,892.0,482.0,72.0,Austria
127,Japan,,,,,,33.0,94.2,155.4,216.60000000000002,277.8,339.0,296.6,254.2,211.8,169.4,127.0,102.8,78.6,54.400000000000006,30.200000000000003,6.0,103.4,200.8,298.20000000000005,395.6,493.0,406.8,320.6,234.39999999999998,148.2,62.0,Austria
128,Korea,,,,,,20.0,46.8,73.6,100.4,127.2,154.0,134.4,114.8,95.19999999999999,75.6,56.0,45.0,34.0,23.0,12.0,1.0,42.2,83.4,124.60000000000001,165.8,207.0,169.6,132.2,94.80000000000001,57.400000000000006,20.0,Austria
129,Netherlands,,,,,,0.0,28.8,57.6,86.4,115.2,144.0,183.4,222.8,262.2,301.6,341.0,349.0,357.0,365.0,373.0,381.0,441.2,501.4,561.6,621.8,682.0,550.8,419.6,288.40000000000003,157.20000000000005,26.0,Austria
130,Nigeria,,,,,,21.0,36.6,52.2,67.8,83.4,99.0,107.4,115.8,124.2,132.6,141.0,140.2,139.4,138.6,137.8,137.0,165.2,193.4,221.6,249.8,278.0,222.4,166.8,111.19999999999999,55.599999999999994,0.0,Austria
131,Norway,,,,,,281.0,407.6,534.2,660.8,787.4,914.0,731.2,548.4,365.5999999999999,182.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,75.0,100.0,125.0,101.8,78.6,55.400000000000006,32.2,9.0,Austria
132,Philippines,,,,,,56.0,117.4,178.8,240.2,301.6,363.0,312.0,261.0,210.0,159.0,108.0,86.4,64.8,43.19999999999999,21.599999999999994,0.0,105.8,211.6,317.4,423.2,529.0,435.2,341.4,247.60000000000002,153.8,60.0,Austria
133,Poland,,,,,,0.0,99.4,198.8,298.20000000000005,397.6,497.0,815.2,1133.4,1451.6,1769.8,2088.0,2202.0,2316.0,2430.0,2544.0,2658.0,2928.0,3198.0,3468.0,3738.0,4008.0,3263.0,2518.0,1773.0,1028.0,283.0,Austria
134,Romania,,,,,,235.0,434.2,633.4,832.5999999999999,1031.8,1231.0,1192.6,1154.2,1115.8,1077.4,1039.0,1064.2,1089.4,1114.6,1139.8,1165.0,1420.4,1675.8,1931.2,2186.6,2442.0,1973.0,1504.0,1035.0,566.0,97.0,Austria
135,Russia,,,,,,31.0,59.2,87.4,115.6,143.8,172.0,265.2,358.4,451.6,544.8,638.0,710.2,782.4,854.6,926.8,999.0,1026.2,1053.4,1080.6,1107.8,1135.0,932.6,730.2,527.8,325.4,123.0,Austria
136,Serbia and Montenegro,,,,,,126.0,237.0,348.0,459.0,570.0,681.0,793.2,905.4,1017.6,1129.8,1242.0,1295.0,1348.0,1401.0,1454.0,1507.0,1686.0,1865.0,2044.0,2223.0,2402.0,1929.2,1456.4,983.5999999999999,510.79999999999995,38.0,Austria
137,Slovakia,,,,,,261.0,419.0,577.0,735.0,893.0,1051.0,944.4,837.8,731.2,624.6,518.0,473.6,429.2,384.8,340.4,296.0,530.2,764.4,998.5999999999999,1232.8,1467.0,1189.2,911.4,633.5999999999999,355.79999999999995,78.0,Austria
138,Slovenia,,,,,,56.0,103.8,151.6,199.39999999999998,247.2,295.0,343.0,391.0,439.0,487.0,535.0,560.4,585.8,611.2,636.6,662.0,737.0,812.0,887.0,962.0,1037.0,835.4,633.8,432.20000000000005,230.60000000000002,29.0,Austria
139,Spain,,,,,,92.0,146.6,201.2,255.8,310.4,365.0,300.8,236.6,172.39999999999998,108.19999999999999,44.0,35.2,26.4,17.599999999999998,8.799999999999997,0.0,61.6,123.2,184.8,246.4,308.0,252.4,196.8,141.2,85.6,30.0,Austria
140,Sweden,,,,,,9.0,39.6,70.2,100.80000000000001,131.4,162.0,161.8,161.6,161.4,161.2,161.0,158.4,155.8,153.2,150.6,148.0,200.0,252.0,304.0,356.0,408.0,333.2,258.4,183.60000000000002,108.80000000000001,34.0,Austria
141,Switzerland,,,,,,12.0,89.4,166.8,244.20000000000002,321.6,399.0,412.4,425.8,439.2,452.6,466.0,461.0,456.0,451.0,446.0,441.0,566.2,691.4,816.6,941.8,1067.0,861.8,656.6,451.4000000000001,246.20000000000005,41.0,Austria
142,Syria,,,,,,0.0,21.6,43.2,64.80000000000001,86.4,108.0,114.2,120.4,126.6,132.8,139.0,135.2,131.4,127.6,123.8,120.0,156.0,192.0,228.0,264.0,300.0,240.0,180.0,120.0,60.0,0.0,Austria
143,Turkey,,,,,,127.0,252.6,378.2,503.79999999999995,629.4,755.0,732.6,710.2,687.8,665.4,643.0,606.2,569.4,532.6,495.8,459.0,662.2,865.4,1068.6,1271.8,1475.0,1180.0,885.0,590.0,295.0,0.0,Austria
144,Ukraine,,,,,,15.0,27.8,40.6,53.400000000000006,66.2,79.0,117.2,155.4,193.60000000000002,231.8,270.0,297.4,324.8,352.2,379.6,407.0,422.0,437.0,452.0,467.0,482.0,394.0,306.0,218.0,130.0,42.0,Austria
145,United Kingdom,,,,,,0.0,84.8,169.6,254.39999999999998,339.2,424.0,433.0,442.0,451.0,460.0,469.0,458.6,448.2,437.8,427.4,417.0,559.8,702.6,845.4000000000001,988.2,1131.0,917.2,703.4,489.5999999999999,275.79999999999995,62.0,Austria
146,United States,,,,,,0.0,148.0,296.0,444.0,592.0,740.0,680.8,621.6,562.4,503.2,444.0,370.0,296.0,222.0,148.0,74.0,346.0,618.0,890.0,1162.0,1434.0,1165.4,896.8,628.1999999999999,359.5999999999999,91.0,Austria
147,Afghanistan,,,,,,255.0,434.0,613.0,792.0,971.0,1150.0,1109.0,1068.0,1027.0,986.0,945.0,1292.0,1639.0,1986.0,2333.0,2680.0,2960.0,3240.0,3520.0,3800.0,4080.0,3953.6,3827.2,3700.8,3574.4,3448.0,Canada
148,Albania,,,,,,0.0,4.0,8.0,12.0,16.0,20.0,56.0,92.0,128.0,164.0,200.0,650.0,1100.0,1550.0,2000.0,2450.0,2551.0,2652.0,2753.0,2854.0,2955.0,2798.8,2642.6,2486.4,2330.2,2174.0,Canada
149,Algeria,,,,,,210.0,365.0,520.0,675.0,830.0,985.0,1276.0,1567.0,1858.0,2149.0,2440.0,3354.0,4268.0,5182.0,6096.0,7010.0,7518.0,8026.0,8534.0,9042.0,9550.0,9243.2,8936.4,8629.6,8322.8,8016.0,Canada
150,Angola,,,,,,80.0,106.0,132.0,158.0,184.0,210.0,208.0,206.0,204.0,202.0,200.0,220.0,240.0,260.0,280.0,300.0,360.0,420.0,480.0,540.0,600.0,591.8,583.6,575.4,567.2,559.0,Canada
151,Antigua and Barbuda,,,,,,155.0,198.0,241.0,284.0,327.0,370.0,321.0,272.0,223.0,174.0,125.0,140.0,155.0,170.0,185.0,200.0,243.0,286.0,329.0,372.0,415.0,470.6,526.2,581.8,637.4,693.0,Canada
152,Argentina,,,,,,675.0,822.0,969.0,1116.0,1263.0,1410.0,1319.0,1228.0,1137.0,1046.0,955.0,870.0,785.0,700.0,615.0,530.0,1377.0,2224.0,3071.0,3918.0,4765.0,4617.8,4470.6,4323.4,4176.2,4029.0,Canada
153,Armenia,,,,,,0.0,11.8,23.6,35.400000000000006,47.2,59.0,49.8,40.6,31.400000000000002,22.200000000000003,13.0,118.2,223.4,328.6,433.8,539.0,515.2,491.4,467.6,443.8,420.0,445.4,470.8,496.2,521.6,547.0,Canada
154,Australia,,,,,,0.0,395.0,790.0,1185.0,1580.0,1975.0,1897.0,1819.0,1741.0,1663.0,1585.0,1683.0,1781.0,1879.0,1977.0,2075.0,2130.0,2185.0,2240.0,2295.0,2350.0,2947.6,3545.2,4142.8,4740.4,5338.0,Canada
155,Austria,,,,,,0.0,14.0,28.0,42.0,56.0,70.0,56.0,42.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,256.0,384.0,512.0,640.0,1520.2,2400.4,3280.6000000000004,4160.8,5041.0,Canada
156,Azerbaijan,,,,,,0.0,13.2,26.4,39.599999999999994,52.8,66.0,52.8,39.6,26.400000000000006,13.200000000000003,0.0,72.8,145.6,218.39999999999998,291.2,364.0,482.4,600.8,719.2,837.6,956.0,888.8,821.6,754.4,687.2,620.0,Canada
157,"Bahamas, The",,,,,,60.0,64.0,68.0,72.0,76.0,80.0,90.0,100.0,110.0,120.0,130.0,135.0,140.0,145.0,150.0,155.0,146.0,137.0,128.0,119.0,110.0,150.2,190.4,230.60000000000002,270.8,311.0,Canada
158,Bahrain,,,,,,20.0,33.0,46.0,59.0,72.0,85.0,100.0,115.0,130.0,145.0,160.0,145.0,130.0,115.0,100.0,85.0,99.0,113.0,127.0,141.0,155.0,167.2,179.4,191.6,203.8,216.0,Canada
159,Bangladesh,,,,,,445.0,689.0,933.0,1177.0,1421.0,1665.0,1787.0,1909.0,2031.0,2153.0,2275.0,2834.0,3393.0,3952.0,4511.0,5070.0,5737.0,6404.0,7071.0,7738.0,8405.0,8094.0,7783.0,7472.0,7161.0,6850.0,Canada
160,Barbados,,,,,,0.0,257.0,514.0,771.0,1028.0,1285.0,1286.0,1287.0,1288.0,1289.0,1290.0,1032.0,774.0,516.0,258.0,0.0,317.0,634.0,951.0,1268.0,1585.0,1989.2,2393.4,2797.6,3201.8,3606.0,Canada
161,Belarus,,,,,,0.0,38.0,76.0,114.0,152.0,190.0,152.0,114.0,76.0,38.0,0.0,306.4,612.8,919.1999999999999,1225.6,1532.0,1629.6,1727.2,1824.8,1922.4,2020.0,1972.6,1925.2,1877.8,1830.4,1783.0,Canada
162,Belgium,,,,,,415.0,490.0,565.0,640.0,715.0,790.0,737.0,684.0,631.0,578.0,525.0,489.0,453.0,417.0,381.0,345.0,532.0,719.0,906.0,1093.0,1280.0,1909.2,2538.4,3167.6000000000004,3796.8,4426.0,Canada
163,Belize,,,,,,95.0,76.0,57.0,38.0,19.0,0.0,32.0,64.0,96.0,128.0,160.0,128.0,96.0,64.0,32.0,0.0,29.0,58.0,87.0,116.0,145.0,153.0,161.0,169.0,177.0,185.0,Canada
164,Bolivia,,,,,,90.0,151.0,212.0,273.0,334.0,395.0,338.0,281.0,224.0,167.0,110.0,113.0,116.0,119.0,122.0,125.0,171.0,217.0,263.0,309.0,355.0,388.4,421.8,455.2,488.6,522.0,Canada
165,Bosnia and Herzegovina,,,,,,0.0,195.2,390.4,585.5999999999999,780.8,976.0,1350.0,1724.0,2098.0,2472.0,2846.0,3516.8,4187.6,4858.4,5529.2,6200.0,5285.0,4370.0,3455.0,2540.0,1625.0,2713.0,3801.0,4889.0,5977.0,7065.0,Canada
166,Brazil,,,,,,585.0,803.0,1021.0,1239.0,1457.0,1675.0,1580.0,1485.0,1390.0,1295.0,1200.0,1378.0,1556.0,1734.0,1912.0,2090.0,2403.0,2716.0,3029.0,3342.0,3655.0,3714.8,3774.6,3834.4,3894.2,3954.0,Canada
167,Brunei,,,,,,285.0,394.0,503.0,612.0,721.0,830.0,735.0,640.0,545.0,450.0,355.0,304.0,253.0,202.0,151.0,100.0,211.0,322.0,433.0,544.0,655.0,713.4,771.8,830.2,888.6,947.0,Canada
168,Bulgaria,,,,,,155.0,376.0,597.0,818.0,1039.0,1260.0,1302.0,1344.0,1386.0,1428.0,1470.0,1518.0,1566.0,1614.0,1662.0,1710.0,2406.0,3102.0,3798.0,4494.0,5190.0,4963.6,4737.2,4510.8,4284.4,4058.0,Canada
169,Burundi,,,,,,0.0,24.0,48.0,72.0,96.0,120.0,172.0,224.0,276.0,328.0,380.0,400.0,420.0,440.0,460.0,480.0,602.0,724.0,846.0,968.0,1090.0,1033.2,976.4,919.6,862.8,806.0,Canada
170,Cambodia,,,,,,345.0,374.0,403.0,432.0,461.0,490.0,627.0,764.0,901.0,1038.0,1175.0,1135.0,1095.0,1055.0,1015.0,975.0,1111.0,1247.0,1383.0,1519.0,1655.0,1715.6,1776.2,1836.8,1897.4,1958.0,Canada
171,Cameroon,,,,,,90.0,110.0,130.0,150.0,170.0,190.0,234.0,278.0,322.0,366.0,410.0,475.0,540.0,605.0,670.0,735.0,835.0,935.0,1035.0,1135.0,1235.0,1187.2,1139.4,1091.6,1043.8,996.0,Canada
172,Chile,,,,,,765.0,1163.0,1561.0,1959.0,2357.0,2755.0,2635.0,2515.0,2395.0,2275.0,2155.0,2035.0,1915.0,1795.0,1675.0,1555.0,1904.0,2253.0,2602.0,2951.0,3300.0,3799.8,4299.6,4799.4,5299.2,5799.0,Canada
173,China,,,,,,13395.0,14524.0,15653.0,16782.0,17911.0,19040.0,19622.0,20204.0,20786.0,21368.0,21950.0,30581.0,39212.0,47843.0,56474.0,65105.0,71345.0,77585.0,83825.0,90065.0,96305.0,94609.8,92914.6,91219.4,89524.2,87829.0,Canada
174,"China, Hong Kong SAR",,,,,,10065.0,14800.0,19535.0,24270.0,29005.0,33740.0,33476.0,33212.0,32948.0,32684.0,32420.0,26772.0,21124.0,15476.0,9828.0,4180.0,6213.0,8246.0,10279.0,12312.0,14345.0,20281.6,26218.2,32154.800000000003,38091.4,44028.0,Canada
175,"China, Macao SAR",,,,,,1130.0,1054.0,978.0,902.0,826.0,750.0,814.0,878.0,942.0,1006.0,1070.0,856.0,642.0,428.0,214.0,0.0,8.0,16.0,24.0,32.0,40.0,234.0,428.0,622.0,816.0,1010.0,Canada
176,Colombia,,,,,,160.0,387.0,614.0,841.0,1068.0,1295.0,1227.0,1159.0,1091.0,1023.0,955.0,1679.0,2403.0,3127.0,3851.0,4575.0,6111.0,7647.0,9183.0,10719.0,12255.0,11422.0,10589.0,9756.0,8923.0,8090.0,Canada
177,"Congo, Dem. Rep. of the",,,,,,150.0,269.0,388.0,507.0,626.0,745.0,901.0,1057.0,1213.0,1369.0,1525.0,1579.0,1633.0,1687.0,1741.0,1795.0,2051.0,2307.0,2563.0,2819.0,3075.0,3030.4,2985.8,2941.2,2896.6,2852.0,Canada
178,Costa Rica,,,,,,0.0,38.0,76.0,114.0,152.0,190.0,193.0,196.0,199.0,202.0,205.0,211.0,217.0,223.0,229.0,235.0,311.0,387.0,463.0,539.0,615.0,596.2,577.4,558.6,539.8,521.0,Canada
179,Cote d'Ivoire,,,,,,40.0,62.0,84.0,106.0,128.0,150.0,186.0,222.0,258.0,294.0,330.0,308.0,286.0,264.0,242.0,220.0,335.0,450.0,565.0,680.0,795.0,755.2,715.4,675.6,635.8,596.0,Canada
180,Croatia,,,,,,0.0,268.0,536.0,804.0,1072.0,1340.0,3462.4,5584.8,7707.200000000001,9829.6,11952.0,10206.6,8461.2,6715.799999999999,4970.4,3225.0,2580.0,1935.0,1290.0,645.0,0.0,1913.2,3826.4,5739.6,7652.8,9566.0,Canada
181,Cuba,,,,,,155.0,188.0,221.0,254.0,287.0,320.0,405.0,490.0,575.0,660.0,745.0,874.0,1003.0,1132.0,1261.0,1390.0,1594.0,1798.0,2002.0,2206.0,2410.0,2343.6,2277.2,2210.8,2144.4,2078.0,Canada
182,Cyprus,,,,,,190.0,192.0,194.0,196.0,198.0,200.0,223.0,246.0,269.0,292.0,315.0,307.0,299.0,291.0,283.0,275.0,290.0,305.0,320.0,335.0,350.0,449.8,549.6,649.4,749.2,849.0,Canada
183,Czech Republic,,,,,,608.0,981.6,1355.2,1728.8000000000002,2102.4,2476.0,1980.8,1485.6,990.4000000000001,495.20000000000005,0.0,622.8,1245.6,1868.3999999999999,2491.2,3114.0,2734.4,2354.8,1975.1999999999998,1595.6,1216.0,2272.4,3328.8,4385.200000000001,5441.6,6498.0,Canada
184,Denmark,,,,,,0.0,11.0,22.0,33.0,44.0,55.0,125.0,195.0,265.0,335.0,405.0,324.0,243.0,162.0,81.0,0.0,175.0,350.0,525.0,700.0,875.0,1482.2,2089.4,2696.6000000000004,3303.8,3911.0,Canada
185,Dominica,,,,,,25.0,59.0,93.0,127.0,161.0,195.0,266.0,337.0,408.0,479.0,550.0,482.0,414.0,346.0,278.0,210.0,235.0,260.0,285.0,310.0,335.0,398.4,461.8,525.2,588.6,652.0,Canada
186,Dominican Republic,,,,,,75.0,127.0,179.0,231.0,283.0,335.0,344.0,353.0,362.0,371.0,380.0,340.0,300.0,260.0,220.0,180.0,338.0,496.0,654.0,812.0,970.0,943.2,916.4,889.6,862.8,836.0,Canada
187,Ecuador,,,,,,75.0,233.0,391.0,549.0,707.0,865.0,930.0,995.0,1060.0,1125.0,1190.0,1091.0,992.0,893.0,794.0,695.0,1025.0,1355.0,1685.0,2015.0,2345.0,2352.6,2360.2,2367.8,2375.4,2383.0,Canada
188,Egypt,,,,,,1465.0,2125.0,2785.0,3445.0,4105.0,4765.0,4627.0,4489.0,4351.0,4213.0,4075.0,3686.0,3297.0,2908.0,2519.0,2130.0,2798.0,3466.0,4134.0,4802.0,5470.0,6535.0,7600.0,8665.0,9730.0,10795.0,Canada
189,El Salvador,,,,,,1520.0,2001.0,2482.0,2963.0,3444.0,3925.0,3607.0,3289.0,2971.0,2653.0,2335.0,2356.0,2377.0,2398.0,2419.0,2440.0,3116.0,3792.0,4468.0,5144.0,5820.0,5917.0,6014.0,6111.0,6208.0,6305.0,Canada
190,Eritrea,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,307.0,614.0,921.0,1228.0,1535.0,1332.0,1129.0,926.0,723.0,520.0,558.0,596.0,634.0,672.0,710.0,775.4,840.8,906.2,971.6,1037.0,Canada
191,Estonia,,,,,,0.0,23.6,47.2,70.80000000000001,94.4,118.0,598.2,1078.4,1558.6,2038.8,2519.0,2015.2,1511.4,1007.5999999999999,503.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,220.4,440.8,661.2,881.6,1102.0,Canada
192,Ethiopia,,,,,,705.0,946.0,1187.0,1428.0,1669.0,1910.0,1867.0,1824.0,1781.0,1738.0,1695.0,1533.0,1371.0,1209.0,1047.0,885.0,1389.0,1893.0,2397.0,2901.0,3405.0,3395.2,3385.4,3375.6,3365.8,3356.0,Canada
193,Fiji,,,,,,655.0,909.0,1163.0,1417.0,1671.0,1925.0,1830.0,1735.0,1640.0,1545.0,1450.0,1432.0,1414.0,1396.0,1378.0,1360.0,1647.0,1934.0,2221.0,2508.0,2795.0,2993.4,3191.8,3390.2,3588.6,3787.0,Canada
194,Finland,,,,,,0.0,99.0,198.0,297.0,396.0,495.0,506.0,517.0,528.0,539.0,550.0,440.0,330.0,220.0,110.0,0.0,49.0,98.0,147.0,196.0,245.0,733.4,1221.8,1710.1999999999998,2198.6,2687.0,Canada
195,France,,,,,,1470.0,2492.0,3514.0,4536.0,5558.0,6580.0,6839.0,7098.0,7357.0,7616.0,7875.0,7982.0,8089.0,8196.0,8303.0,8410.0,9634.0,10858.0,12082.0,13306.0,14530.0,16397.0,18264.0,20131.0,21998.0,23865.0,Canada
196,Georgia,,,,,,0.0,8.0,16.0,24.0,32.0,40.0,32.0,24.0,16.0,8.0,0.0,64.2,128.4,192.60000000000002,256.8,321.0,343.6,366.2,388.8,411.4,434.0,422.0,410.0,398.0,386.0,374.0,Canada
197,Germany,,,,,,0.0,2084.0,4168.0,6252.0,8336.0,10420.0,9951.0,9482.0,9013.0,8544.0,8075.0,6460.0,4845.0,3230.0,1615.0,0.0,2166.0,4332.0,6498.0,8664.0,10830.0,17463.0,24096.0,30729.0,37362.0,43995.0,Canada
