,country_from,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,country_to
1093,Philippines,,,,,,74.0,121.8,169.6,217.39999999999998,265.2,313.0,346.8,380.6,414.4,448.2,482.0,489.8,497.6,505.4,513.2,521.0,578.4,635.8,693.2,750.6,808.0,886.4,964.8,1043.2,1121.6,1200.0,Sweden
1094,Poland,,,,,,1394.0,2037.0,2680.0,3323.0,3966.0,4609.0,4058.4,3507.8,2957.2,2406.6,1856.0,1767.2,1678.4,1589.6,1500.8,1412.0,1771.2,2130.4,2489.6,2848.8,3208.0,3987.0,4766.0,5545.0,6324.0,7103.0,Sweden
1095,Portugal,,,,,,71.0,62.8,54.6,46.400000000000006,38.2,30.0,35.2,40.4,45.6,50.8,56.0,57.8,59.6,61.4,63.2,65.0,77.8,90.6,103.4,116.2,129.0,156.2,183.4,210.6,237.8,265.0,Sweden
1096,Romania,,,,,,174.0,411.2,648.4,885.5999999999999,1122.8,1360.0,1260.2,1160.4,1060.6,960.8,861.0,837.4,813.8,790.2,766.6,743.0,807.4,871.8,936.2,1000.6,1065.0,1323.4,1581.8,1840.1999999999998,2098.6,2357.0,Sweden
1097,Russia,,,,,,15.0,61.8,108.6,155.39999999999998,202.2,249.0,419.0,589.0,759.0,929.0,1099.0,1228.8,1358.6,1488.4,1618.2,1748.0,1886.2,2024.4,2162.6,2300.8,2439.0,2494.8,2550.6,2606.4,2662.2,2718.0,Sweden
1098,Serbia and Montenegro,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2,158.4,237.60000000000002,316.8,396.0,651.8,907.6,1163.4,1419.2,1675.0,Sweden
1099,Slovakia,,,,,,88.0,152.2,216.4,280.6,344.8,409.0,343.2,277.4,211.60000000000002,145.8,80.0,69.2,58.4,47.599999999999994,36.8,26.0,35.2,44.4,53.599999999999994,62.8,72.0,99.0,126.0,153.0,180.0,207.0,Sweden
1100,Somalia,,,,,,19.0,33.4,47.8,62.2,76.6,91.0,209.8,328.6,447.4,566.2,685.0,608.0,531.0,454.0,377.0,300.0,294.8,289.6,284.4,279.2,274.0,423.8,573.6,723.4000000000001,873.2,1023.0,Sweden
1101,South Africa,,,,,,22.0,50.0,78.0,106.0,134.0,162.0,137.8,113.6,89.4,65.2,41.0,56.2,71.4,86.6,101.8,117.0,133.2,149.4,165.6,181.8,198.0,197.4,196.8,196.2,195.6,195.0,Sweden
1102,Spain,,,,,,121.0,114.6,108.2,101.8,95.4,89.0,116.6,144.2,171.8,199.4,227.0,250.6,274.2,297.8,321.4,345.0,389.2,433.4,477.6,521.8,566.0,593.4,620.8,648.2,675.6,703.0,Sweden
1103,Sri Lanka,,,,,,45.0,48.0,51.0,54.0,57.0,60.0,75.8,91.6,107.4,123.2,139.0,148.2,157.4,166.6,175.8,185.0,263.2,341.4,419.6,497.8,576.0,629.6,683.2,736.8,790.4,844.0,Sweden
1104,Sweden,,,,,,88846.0,71076.8,53307.6,35538.399999999994,17769.199999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden
1105,Switzerland,,,,,,39.0,74.2,109.4,144.60000000000002,179.8,215.0,192.8,170.6,148.4,126.2,104.0,115.8,127.6,139.4,151.2,163.0,161.6,160.2,158.8,157.4,156.0,174.4,192.8,211.2,229.6,248.0,Sweden
1106,Syria,,,,,,153.0,161.2,169.4,177.6,185.8,194.0,288.6,383.2,477.79999999999995,572.4,667.0,684.6,702.2,719.8,737.4,755.0,795.8,836.6,877.4,918.2,959.0,1035.4,1111.8,1188.2,1264.6,1341.0,Sweden
1107,Thailand,,,,,,117.0,96.0,75.0,54.0,33.0,12.0,77.8,143.6,209.39999999999998,275.2,341.0,364.8,388.6,412.4,436.2,460.0,689.0,918.0,1147.0,1376.0,1605.0,1838.4,2071.8,2305.2,2538.6,2772.0,Sweden
1108,Tunisia,,,,,,58.0,56.0,54.0,52.0,50.0,48.0,71.4,94.8,118.19999999999999,141.6,165.0,150.2,135.4,120.6,105.8,91.0,105.4,119.8,134.2,148.6,163.0,198.2,233.4,268.6,303.8,339.0,Sweden
1109,Turkey,,,,,,780.0,624.0,468.0,312.0,156.0,0.0,116.8,233.6,350.4,467.2,584.0,607.2,630.4,653.6,676.8,700.0,821.2,942.4,1063.6,1184.8,1306.0,1452.6,1599.2,1745.8,1892.4,2039.0,Sweden
1110,Uganda,,,,,,47.0,68.4,89.8,111.19999999999999,132.6,154.0,169.2,184.4,199.6,214.8,230.0,203.6,177.2,150.8,124.4,98.0,109.4,120.8,132.2,143.6,155.0,185.0,215.0,245.0,275.0,305.0,Sweden
1111,Ukraine,,,,,,3.0,16.0,29.0,42.0,55.0,68.0,106.6,145.2,183.8,222.4,261.0,288.0,315.0,342.0,369.0,396.0,460.6,525.2,589.8,654.4,719.0,799.0,879.0,959.0,1039.0,1119.0,Sweden
1112,United Kingdom,,,,,,326.0,602.8,879.6,1156.4,1433.2,1710.0,1555.2,1400.4,1245.6,1090.8,936.0,1011.6,1087.2,1162.8,1238.4,1314.0,1420.0,1526.0,1632.0,1738.0,1844.0,1857.4,1870.8,1884.2,1897.6,1911.0,Sweden
1113,United States,,,,,,244.0,617.0,990.0,1363.0,1736.0,2109.0,1874.0,1639.0,1404.0,1169.0,934.0,937.8,941.6,945.4,949.2,953.0,971.8,990.6,1009.4,1028.2,1047.0,1158.6,1270.2,1381.8,1493.4,1605.0,Sweden
1114,Uruguay,,,,,,88.0,112.4,136.8,161.2,185.6,210.0,183.4,156.8,130.2,103.6,77.0,81.0,85.0,89.0,93.0,97.0,107.6,118.2,128.8,139.4,150.0,133.8,117.6,101.4,85.2,69.0,Sweden
1115,Vietnam,,,,,,178.0,142.4,106.8,71.19999999999999,35.599999999999994,0.0,51.8,103.6,155.39999999999998,207.2,259.0,267.8,276.6,285.4,294.2,303.0,345.4,387.8,430.2,472.6,515.0,541.8,568.6,595.4,622.2,649.0,Sweden
1116,Afghanistan,,,,,,3146.0,3246.2,3346.4,3446.6,3546.8,3647.0,3270.8,2894.6,2518.4,2142.2,1766.0,2166.4,2566.8,2967.2,3367.6,3768.0,4713.0,5658.0,6603.0,7548.0,8493.0,7351.6,6210.2,5068.799999999999,3927.3999999999996,2786.0,United States
1117,Albania,,,,,,213.0,170.4,127.8,85.19999999999999,42.599999999999994,0.0,528.8,1057.6,1586.3999999999999,2115.2,2644.0,2940.6,3237.2,3533.8,3830.4,4127.0,4964.2,5801.4,6638.6,7475.8,8313.0,8545.8,8778.6,9011.4,9244.2,9477.0,United States
1118,Algeria,,,,,,805.0,661.2,517.4,373.59999999999997,229.79999999999995,86.0,243.2,400.4,557.5999999999999,714.8,872.0,1040.8,1209.6,1378.4,1547.2,1716.0,1776.4,1836.8,1897.2,1957.6,2018.0,2055.6,2093.2,2130.8,2168.4,2206.0,United States
1119,Angola,,,,,,336.0,349.2,362.4,375.6,388.8,402.0,321.6,241.2,160.79999999999998,80.39999999999998,0.0,25.6,51.2,76.80000000000001,102.4,128.0,159.6,191.2,222.8,254.4,286.0,255.4,224.8,194.2,163.6,133.0,United States
1120,Antigua and Barbuda,,,,,,1033.0,1060.2,1087.4,1114.6,1141.8,1169.0,1127.8,1086.6,1045.4,1004.2,963.0,1109.2,1255.4,1401.6,1547.8,1694.0,1384.4,1074.8,765.1999999999999,455.5999999999999,146.0,662.0,1178.0,1694.0,2210.0,2726.0,United States
1121,Argentina,,,,,,12878.0,11876.6,10875.2,9873.8,8872.4,7871.0,6482.8,5094.6,3706.3999999999996,2318.2,930.0,1894.6,2859.2,3823.8,4788.4,5753.0,10910.4,16067.8,21225.199999999997,26382.6,31540.0,25732.2,19924.4,14116.599999999999,8308.8,2501.0,United States
1122,Armenia,,,,,,1738.0,1670.0,1602.0,1534.0,1466.0,1398.0,2195.4,2992.8,3790.2,4587.6,5385.0,6707.2,8029.4,9351.6,10673.8,11996.0,13069.8,14143.6,15217.4,16291.2,17365.0,16478.6,15592.2,14705.8,13819.4,12933.0,United States
1123,Australia,,,,,,5911.0,5096.0,4281.0,3466.0,2651.0,1836.0,2052.6,2269.2,2485.8,2702.4,2919.0,3608.2,4297.4,4986.6,5675.8,6365.0,6978.2,7591.4,8204.6,8817.8,9431.0,8658.4,7885.8,7113.2,6340.6,5568.0,United States
1124,Austria,,,,,,7540.0,6032.0,4524.0,3016.0,1508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.8,1103.6,1655.3999999999999,2207.2,2759.0,2207.2,1655.4,1103.6000000000001,551.8000000000002,0.0,United States
1125,Azerbaijan,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,126.4,252.8,379.20000000000005,505.6,632.0,1271.0,1910.0,2549.0,3188.0,3827.0,3685.0,3543.0,3401.0,3259.0,3117.0,3095.4,3073.8,3052.2,3030.6,3009.0,United States
1126,"Bahamas, The",,,,,,1580.0,1509.0,1438.0,1367.0,1296.0,1225.0,1163.2,1101.4,1039.6,977.8,916.0,1093.8,1271.6,1449.4,1627.2,1805.0,2020.4,2235.8,2451.2,2666.6,2882.0,2720.2,2558.4,2396.6,2234.8,2073.0,United States
1127,Bahrain,,,,,,173.0,176.2,179.4,182.6,185.8,189.0,151.2,113.4,75.60000000000001,37.80000000000001,0.0,13.6,27.2,40.8,54.4,68.0,84.6,101.2,117.80000000000001,134.4,151.0,134.4,117.8,101.19999999999999,84.6,68.0,United States
1128,Bangladesh,,,,,,3764.0,3734.2,3704.4,3674.6,3644.8,3615.0,4524.8,5434.6,6344.4,7254.2,8164.0,9311.6,10459.2,11606.8,12754.4,13902.0,16014.8,18127.6,20240.4,22353.2,24466.0,22313.6,20161.2,18008.8,15856.4,13704.0,United States
1129,Barbados,,,,,,4061.0,4032.6,4004.2,3975.8,3947.4,3919.0,3219.4,2519.8,1820.1999999999998,1120.6,421.0,666.0,911.0,1156.0,1401.0,1646.0,2589.4,3532.8,4476.2,5419.6,6363.0,5551.8,4740.6,3929.3999999999996,3118.2,2307.0,United States
1130,Belarus,,,,,,1820.0,1643.4,1466.8,1290.2,1113.6,937.0,1986.8,3036.6,4086.3999999999996,5136.2,6186.0,7052.0,7918.0,8784.0,9650.0,10516.0,11591.6,12667.2,13742.8,14818.4,15894.0,14042.2,12190.4,10338.6,8486.8,6635.0,United States
1131,Belgium,,,,,,3909.0,3127.2,2345.4,1563.6000000000004,781.8000000000002,0.0,0.0,0.0,0.0,0.0,0.0,264.0,528.0,792.0,1056.0,1320.0,1931.2,2542.4,3153.6000000000004,3764.8,4376.0,3500.8,2625.6,1750.3999999999996,875.1999999999998,0.0,United States
1132,Belize,,,,,,2899.0,2903.8,2908.6,2913.4,2918.2,2923.0,2499.8,2076.6,1653.4,1230.2,807.0,1043.8,1280.6,1517.4,1754.2,1991.0,2765.2,3539.4,4313.6,5087.8,5862.0,5049.2,4236.4,3423.6000000000004,2610.8,1798.0,United States
1133,Bolivia,,,,,,4287.0,4087.0,3887.0,3687.0,3487.0,3287.0,2814.4,2341.8,1869.1999999999998,1396.6,924.0,1292.0,1660.0,2028.0,2396.0,2764.0,5462.8,8161.6,10860.400000000001,13559.2,16258.0,13305.6,10353.2,7400.799999999999,4448.4,1496.0,United States
1134,Bosnia and Herzegovina,,,,,,4160.0,3459.4,2758.8,2058.2,1357.6,657.0,1004.8,1352.6,1700.4,2048.2,2396.0,2976.0,3556.0,4136.0,4716.0,5296.0,7785.4,10274.8,12764.2,15253.6,17743.0,15711.8,13680.6,11649.4,9618.2,7587.0,United States
1135,Brazil,,,,,,10820.0,10589.6,10359.2,10128.8,9898.4,9668.0,10169.8,10671.6,11173.4,11675.2,12177.0,14003.0,15829.0,17655.0,19481.0,21307.0,26847.8,32388.6,37929.4,43470.2,49011.0,44958.6,40906.2,36853.8,32801.4,28749.0,United States
1136,Bulgaria,,,,,,1329.0,1126.8,924.6,722.4000000000001,520.2,318.0,974.8,1631.6,2288.3999999999996,2945.2,3602.0,4074.2,4546.4,5018.6,5490.8,5963.0,8108.2,10253.4,12398.599999999999,14543.8,16689.0,13576.0,10463.0,7350.0,4237.0,1124.0,United States
1137,Cambodia,,,,,,6101.0,6396.2,6691.4,6986.6,7281.8,7577.0,6524.2,5471.4,4418.6,3365.8,2313.0,2937.2,3561.4,4185.6,4809.8,5434.0,7325.4,9216.8,11108.2,12999.6,14891.0,12345.0,9799.0,7253.0,4707.0,2161.0,United States
1138,Cameroon,,,,,,850.0,860.4,870.8,881.2,891.6,902.0,1036.6,1171.2,1305.8,1440.4,1575.0,1798.2,2021.4,2244.6,2467.8,2691.0,3129.4,3567.8,4006.2,4444.6,4883.0,5745.8,6608.6,7471.4,8334.2,9197.0,United States
1139,Canada,,,,,,83237.0,68880.8,54524.6,40168.399999999994,25812.199999999997,11456.0,11142.2,10828.4,10514.6,10200.8,9887.0,16462.0,23037.0,29612.0,36187.0,42762.0,48448.2,54134.4,59820.6,65506.8,71193.0,59855.4,48517.8,37180.2,25842.6,14505.0,United States
1140,Cape Verde,,,,,,506.0,452.6,399.2,345.8,292.4,239.0,260.8,282.6,304.4,326.2,348.0,420.2,492.4,564.6,636.8,709.0,893.0,1077.0,1261.0,1445.0,1629.0,1851.6,2074.2,2296.8,2519.4,2742.0,United States
1141,Chile,,,,,,7574.0,7093.4,6612.8,6132.2,5651.6,5171.0,4385.2,3599.4,2813.6000000000004,2027.8000000000002,1242.0,1843.2,2444.4,3045.6000000000004,3646.8,4248.0,5611.6,6975.2,8338.8,9702.4,11066.0,9224.8,7383.6,5542.4,3701.2,1860.0,United States
1142,China,,,,,,63098.0,58086.2,53074.4,48062.6,43050.8,38039.0,41961.0,45883.0,49805.0,53727.0,57649.0,67876.6,78104.2,88331.8,98559.4,108787.0,129277.6,149768.2,170258.8,190749.4,211240.0,182135.2,153030.4,123925.6,94820.8,65716.0,United States
1143,"China, Hong Kong SAR",,,,,,24154.0,24184.0,24214.0,24244.0,24274.0,24304.0,20640.2,16976.4,13312.599999999999,9648.8,5985.0,8010.4,10035.8,12061.2,14086.6,16112.0,18861.2,21610.4,24359.6,27108.8,29858.0,25153.8,20449.6,15745.400000000001,11041.2,6337.0,United States
1144,"China, Macao SAR",,,,,,931.0,884.0,837.0,790.0,743.0,696.0,556.8,417.6,278.40000000000003,139.20000000000005,0.0,82.2,164.4,246.60000000000002,328.8,411.0,515.6,620.2,724.8,829.4,934.0,835.0,736.0,637.0,538.0,439.0,United States
1145,Colombia,,,,,,30132.0,29605.8,29079.6,28553.4,28027.2,27501.0,25291.8,23082.6,20873.4,18664.2,16455.0,19843.2,23231.4,26619.6,30007.8,33396.0,44034.8,54673.6,65312.399999999994,75951.2,86590.0,76745.8,66901.6,57057.399999999994,47213.2,37369.0,United States
1146,"Congo, Dem. Rep. of the",,,,,,675.0,691.4,707.8,724.2,740.6,757.0,605.6,454.2,302.79999999999995,151.39999999999998,0.0,51.6,103.2,154.8,206.4,258.0,319.8,381.6,443.4,505.2,567.0,505.0,443.0,381.0,319.0,257.0,United States
1147,Costa Rica,,,,,,4550.0,4308.2,4066.4,3824.6,3582.8,3341.0,2896.8,2452.6,2008.4,1564.2,1120.0,1517.6,1915.2,2312.8,2710.4,3108.0,4497.4,5886.8,7276.200000000001,8665.6,10055.0,8332.6,6610.2,4887.799999999999,3165.3999999999996,1443.0,United States
1148,Cote d'Ivoire,,,,,,258.0,245.0,232.0,219.0,206.0,193.0,154.4,115.8,77.19999999999999,38.599999999999994,0.0,20.8,41.6,62.400000000000006,83.2,104.0,126.4,148.8,171.2,193.6,216.0,190.6,165.2,139.8,114.4,89.0,United States
1149,Croatia,,,,,,3508.0,2919.8,2331.6,1743.3999999999999,1155.1999999999998,567.0,861.4,1155.8,1450.1999999999998,1744.6,2039.0,2527.0,3015.0,3503.0,3991.0,4479.0,5256.6,6034.2,6811.8,7589.4,8367.0,7630.2,6893.4,6156.6,5419.8,4683.0,United States
1150,Cuba,,,,,,67438.0,59104.8,50771.6,42438.399999999994,34105.2,25772.0,20617.6,15463.2,10308.800000000001,5154.4000000000015,0.0,1056.2,2112.4,3168.6000000000004,4224.8,5281.0,22323.4,39365.8,56408.200000000004,73450.6,90493.0,79290.8,68088.6,56886.399999999994,45684.2,34482.0,United States
1151,Cyprus,,,,,,1206.0,1131.2,1056.4,981.6,906.8,832.0,694.0,556.0,418.0,280.0,142.0,247.2,352.4,457.6,562.8,668.0,534.4,400.8,267.20000000000005,133.60000000000002,0.0,0.0,0.0,0.0,0.0,0.0,United States
1152,Czech Republic,,,,,,5271.0,4216.8,3162.6,2108.3999999999996,1054.1999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.2,2154.4,3231.6000000000004,4308.8,5386.0,4308.8,3231.6,2154.3999999999996,1077.1999999999998,0.0,United States
1153,Denmark,,,,,,4469.0,3632.2,2795.4,1958.6000000000004,1121.8000000000002,285.0,228.0,171.0,114.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.0,2108.0,3162.0,4216.0,5270.0,4216.0,3162.0,2108.0,1054.0,0.0,United States
1154,Dominica,,,,,,1220.0,1295.2,1370.4,1445.6,1520.8,1596.0,1281.2,966.4,651.5999999999999,336.79999999999995,22.0,83.4,144.8,206.2,267.6,329.0,1382.4,2435.8,3489.2000000000003,4542.6,5596.0,4818.2,4040.4,3262.6000000000004,2484.8,1707.0,United States
1155,Dominican Republic,,,,,,20253.0,20838.2,21423.4,22008.6,22593.8,23179.0,21896.4,20613.8,19331.2,18048.6,16766.0,19494.2,22222.4,24950.6,27678.8,30407.0,37428.0,44449.0,51470.0,58491.0,65512.0,60926.4,56340.8,51755.2,47169.6,42584.0,United States
1156,Ecuador,,,,,,12686.0,12246.4,11806.8,11367.2,10927.6,10488.0,9836.2,9184.4,8532.6,7880.8,7229.0,8728.8,10228.6,11728.4,13228.2,14728.0,20287.2,25846.4,31405.6,36964.8,42524.0,38505.0,34486.0,30467.0,26448.0,22429.0,United States
1157,Egypt,,,,,,12985.0,11698.6,10412.2,9125.8,7839.4,6553.0,6198.2,5843.4,5488.6,5133.8,4779.0,6317.8,7856.6,9395.4,10934.2,12473.0,13430.4,14387.8,15345.2,16302.6,17260.0,15693.0,14126.0,12559.0,10992.0,9425.0,United States
1158,El Salvador,,,,,,17188.0,17560.0,17932.0,18304.0,18676.0,19048.0,16757.4,14466.8,12176.2,9885.6,7595.0,9358.2,11121.4,12884.6,14647.8,16411.0,26529.2,36647.4,46765.600000000006,56883.8,67002.0,61256.0,55510.0,49764.0,44018.0,38272.0,United States
1159,Eritrea,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,429.6,859.2,1288.8000000000002,1718.4,2148.0,2370.6,2593.2,2815.8,3038.4,3261.0,2951.4,2641.8,2332.2,2022.6,1713.0,2127.4,2541.8,2956.2,3370.6,3785.0,United States
1160,Estonia,,,,,,12937.0,12328.8,11720.6,11112.4,10504.2,9896.0,8665.2,7434.4,6203.6,4972.8,3742.0,5083.0,6424.0,7765.0,9106.0,10447.0,15815.4,21183.8,26552.199999999997,31920.6,37289.0,33282.8,29276.6,25270.4,21264.2,17258.0,United States
1161,Ethiopia,,,,,,6525.0,6697.8,6870.6,7043.4,7216.2,7389.0,6362.2,5335.4,4308.6,3281.8,2255.0,2931.2,3607.4,4283.6,4959.8,5636.0,9633.4,13630.8,17628.2,21625.6,25623.0,23266.8,20910.6,18554.4,16198.2,13842.0,United States
1162,Fiji,,,,,,1190.0,1179.8,1169.6,1159.4,1149.2,1139.0,1103.8,1068.6,1033.4,998.2,963.0,1135.6,1308.2,1480.8,1653.4,1826.0,1949.8,2073.6,2197.4,2321.2,2445.0,3051.8,3658.6,4265.4,4872.2,5479.0,United States
1163,Finland,,,,,,2364.0,1891.2,1418.4,945.5999999999999,472.79999999999995,0.0,1.0,2.0,3.0,4.0,5.0,155.6,306.2,456.79999999999995,607.4,758.0,1098.2,1438.4,1778.6,2118.8,2459.0,1967.2,1475.4,983.5999999999999,491.79999999999995,0.0,United States
1164,France,,,,,,15942.0,13329.8,10717.6,8105.400000000001,5493.200000000001,2881.0,4269.8,5658.6,7047.4,8436.2,9825.0,11824.4,13823.8,15823.2,17822.6,19822.0,16208.0,12594.0,8980.0,5366.0,1752.0,2797.0,3842.0,4887.0,5932.0,6977.0,United States
1165,"Gambia, The",,,,,,259.0,266.8,274.6,282.4,290.2,298.0,238.4,178.8,119.19999999999999,59.599999999999994,0.0,19.4,38.8,58.199999999999996,77.6,97.0,119.0,141.0,163.0,185.0,207.0,184.0,161.0,138.0,115.0,92.0,United States
1166,Georgia,,,,,,498.0,445.4,392.8,340.2,287.6,235.0,537.4,839.8,1142.1999999999998,1444.6,1747.0,1953.4,2159.8,2366.2,2572.6,2779.0,3282.6,3786.2,4289.8,4793.4,5297.0,4379.2,3461.4,2543.6000000000004,1625.8000000000002,708.0,United States
1167,Germany,,,,,,78859.0,63877.8,48896.6,33915.399999999994,18934.199999999997,3953.0,9113.4,14273.8,19434.199999999997,24594.6,29755.0,38029.6,46304.2,54578.8,62853.4,71128.0,56902.4,42676.8,28451.199999999997,14225.599999999999,0.0,360.4,720.8,1081.1999999999998,1441.6,1802.0,United States
1168,Ghana,,,,,,4217.0,4055.4,3893.8,3732.2,3570.6,3409.0,3659.2,3909.4,4159.6,4409.8,4660.0,5481.4,6302.8,7124.2,7945.6,8767.0,10475.6,12184.2,13892.8,15601.4,17310.0,16652.0,15994.0,15336.0,14678.0,14020.0,United States
1169,Greece,,,,,,12452.0,10338.6,8225.2,6111.799999999999,3998.3999999999996,1885.0,1508.0,1131.0,754.0,377.0,0.0,517.2,1034.4,1551.6000000000001,2068.8,2586.0,3158.0,3730.0,4302.0,4874.0,5446.0,4356.8,3267.6,2178.3999999999996,1089.1999999999998,0.0,United States
1170,Grenada,,,,,,1848.0,1870.0,1892.0,1914.0,1936.0,1958.0,1658.8,1359.6,1060.4,761.2,462.0,596.2,730.4,864.5999999999999,998.8,1133.0,1330.0,1527.0,1724.0,1921.0,2118.0,2142.2,2166.4,2190.6,2214.8,2239.0,United States
1171,Guatemala,,,,,,10513.0,10658.8,10804.6,10950.4,11096.2,11242.0,10004.8,8767.6,7530.4,6293.2,5056.0,6185.6,7315.2,8444.8,9574.4,10704.0,16971.0,23238.0,29505.0,35772.0,42039.0,38835.0,35631.0,32427.0,29223.0,26019.0,United States
1172,Guinea,,,,,,62.0,49.6,37.2,24.799999999999997,12.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,24.0,32.0,40.0,426.4,812.8,1199.1999999999998,1585.6,1972.0,1791.4,1610.8,1430.2,1249.6,1069.0,United States
1173,Guyana,,,,,,11717.0,11737.0,11757.0,11777.0,11797.0,11817.0,10509.8,9202.6,7895.4,6588.2,5281.0,6478.2,7675.4,8872.6,10069.8,11267.0,15669.6,20072.2,24474.800000000003,28877.4,33280.0,27968.4,22656.8,17345.199999999997,12033.599999999999,6722.0,United States
1174,Haiti,,,,,,20657.0,20359.4,20061.8,19764.2,19466.6,19169.0,17353.8,15538.6,13723.4,11908.2,10093.0,12383.0,14673.0,16963.0,19253.0,21543.0,27740.6,33938.2,40135.8,46333.4,52531.0,51039.4,49547.8,48056.2,46564.6,45073.0,United States
1175,Honduras,,,,,,6791.0,6867.8,6944.6,7021.4,7098.2,7175.0,6597.8,6020.6,5443.4,4866.2,4289.0,5054.8,5820.6,6586.4,7352.2,8118.0,11667.2,15216.4,18765.6,22314.8,25864.0,25530.2,25196.4,24862.6,24528.8,24195.0,United States
1176,Hungary,,,,,,10523.0,8418.4,6313.8,4209.200000000001,2104.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.8,2567.6,3851.3999999999996,5135.2,6419.0,5452.0,4485.0,3518.0,2551.0,1584.0,United States
1177,Iceland,,,,,,723.0,657.4,591.8,526.2,460.6,395.0,316.0,237.0,158.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,321.6,643.2,964.8000000000001,1286.4,1608.0,1415.8,1223.6,1031.4,839.2,647.0,United States
1178,India,,,,,,88488.0,83371.0,78254.0,73137.0,68020.0,62903.0,69075.4,75247.8,81420.2,87592.6,93765.0,109689.2,125613.4,141537.6,157461.8,173386.0,230396.4,287406.8,344417.2,401427.6,458438.0,406652.8,354867.6,303082.4,251297.2,199512.0,United States
1179,Indonesia,,,,,,8136.0,7362.8,6589.6,5816.4,5043.2,4270.0,3610.8,2951.6,2292.3999999999996,1633.1999999999998,974.0,1647.8,2321.6,2995.3999999999996,3669.2,4343.0,7368.8,10394.6,13420.400000000001,16446.2,19472.0,16196.4,12920.8,9645.2,6369.6,3094.0,United States
1180,Iran,,,,,,39465.0,37712.4,35959.8,34207.2,32454.6,30702.0,25372.0,20042.0,14712.0,9382.0,4052.0,7460.4,10868.8,14277.2,17685.6,21094.0,26857.0,32620.0,38383.0,44146.0,49909.0,46468.4,43027.8,39587.2,36146.6,32706.0,United States
1181,Iraq,,,,,,5232.0,4881.0,4530.0,4179.0,3828.0,3477.0,3187.6,2898.2,2608.8,2319.4,2030.0,2670.8,3311.6,3952.3999999999996,4593.2,5234.0,6502.0,7770.0,9038.0,10306.0,11574.0,11713.2,11852.4,11991.6,12130.8,12270.0,United States
1182,Ireland,,,,,,13870.0,11640.6,9411.2,7181.799999999999,4952.4,2723.0,2178.4,1633.8,1089.1999999999998,544.5999999999999,0.0,621.2,1242.4,1863.6000000000001,2484.8,3106.0,3731.4,4356.8,4982.2,5607.6,6233.0,5312.8,4392.6,3472.3999999999996,2552.2,1632.0,United States
1183,Israel,,,,,,8089.0,6697.6,5306.2,3914.7999999999993,2523.3999999999996,1132.0,1233.2,1334.4,1435.6,1536.8,1638.0,2456.4,3274.8,4093.2,4911.6,5730.0,8125.2,10520.4,12915.599999999999,15310.8,17706.0,15329.8,12953.6,10577.400000000001,8201.2,5825.0,United States
1184,Italy,,,,,,25706.0,20564.8,15423.6,10282.400000000001,5141.200000000001,0.0,0.0,0.0,0.0,0.0,0.0,1783.2,3566.4,5349.6,7132.8,8916.0,7315.6,5715.2,4114.799999999999,2514.3999999999996,914.0,953.2,992.4,1031.6,1070.8,1110.0,United States
1185,Jamaica,,,,,,34359.0,34116.8,33874.6,33632.4,33390.2,33148.0,29552.4,25956.8,22361.2,18765.6,15170.0,18364.4,21558.8,24753.2,27947.6,31142.0,37877.6,44613.2,51348.8,58084.4,64820.0,61172.8,57525.6,53878.4,50231.2,46584.0,United States
1186,Japan,,,,,,40555.0,37383.4,34211.8,31040.2,27868.6,24697.0,24764.8,24832.6,24900.4,24968.2,25036.0,29935.2,34834.4,39733.6,44632.8,49532.0,39625.6,29719.2,19812.800000000003,9906.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,United States
1187,Jordan,,,,,,4380.0,4234.0,4088.0,3942.0,3796.0,3650.0,3289.6,2929.2,2568.8,2208.4,1848.0,2398.0,2948.0,3498.0,4048.0,4598.0,5676.4,6754.8,7833.200000000001,8911.6,9990.0,8659.8,7329.6,5999.4,4669.2,3339.0,United States
1188,Kazakhstan,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.8,1895.6,2843.3999999999996,3791.2,4739.0,4841.6,4944.2,5046.8,5149.4,5252.0,United States
